timestamp,location,customer_ID,Delta_t,location_after,dairy-dairy,spices-spices,drinks-drinks,fruit-fruit,dairy-spices,dairy-drinks,dairy-fruit,dairy-checkout,spices-dairy,spices-drinks,spices-fruit,spices-checkout,drinks-dairy,drinks-spices,drinks-fruit,drinks-checkout,fruit-dairy,fruit-spices,fruit-drinks,fruit-checkout
2019-09-02 07:11:00,fruit,200007,2.0,checkout,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:04:00,fruit,200008,3.0,checkout,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:06:00,dairy,200009,6.0,fruit,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:12:00,fruit,200009,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:06:00,fruit,200010,2.0,checkout,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:06:00,drinks,200011,2.0,checkout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:06:00,spices,200012,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:07:00,drinks,200012,3.0,checkout,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:06:00,dairy,200013,7.0,spices,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:13:00,spices,200013,1.0,dairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:14:00,dairy,200013,1.0,fruit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:15:00,fruit,200013,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:06:00,fruit,200014,3.0,checkout,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:07:00,spices,200015,1.0,fruit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-09-02 07:08:00,fruit,200015,4.0,checkout,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:07:00,dairy,200016,2.0,spices,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:09:00,spices,200016,2.0,checkout,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-02 07:11:00,fruit,200017,11.0,checkout,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:12:00,fruit,200018,2.0,dairy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:14:00,dairy,200018,3.0,checkout,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:12:00,spices,200019,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:13:00,drinks,200019,7.0,checkout,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:12:00,drinks,200020,2.0,checkout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:13:00,drinks,200021,2.0,spices,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:15:00,spices,200021,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-02 07:13:00,fruit,200022,2.0,dairy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:15:00,dairy,200022,2.0,checkout,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:14:00,fruit,200023,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:14:00,drinks,200024,6.0,checkout,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:16:00,spices,200025,1.0,dairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:17:00,dairy,200025,1.0,spices,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:18:00,spices,200025,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:19:00,drinks,200025,3.0,checkout,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:16:00,fruit,200026,4.0,dairy,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:20:00,dairy,200026,4.0,checkout,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:16:00,spices,200027,3.0,dairy,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:19:00,dairy,200027,14.0,checkout,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:16:00,drinks,200028,3.0,checkout,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:16:00,drinks,200029,2.0,checkout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:17:00,spices,200030,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:18:00,drinks,200030,1.0,fruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-02 07:19:00,fruit,200030,1.0,dairy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:20:00,dairy,200030,1.0,fruit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:21:00,fruit,200030,2.0,checkout,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:17:00,spices,200031,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-02 07:17:00,drinks,200032,3.0,checkout,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:17:00,fruit,200033,3.0,dairy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:20:00,dairy,200033,2.0,spices,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:22:00,spices,200033,1.0,dairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:23:00,dairy,200033,1.0,drinks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:24:00,drinks,200033,2.0,spices,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:26:00,spices,200033,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:27:00,drinks,200033,6.0,checkout,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:17:00,spices,200034,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:18:00,drinks,200034,7.0,spices,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:25:00,spices,200034,1.0,fruit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-09-02 07:26:00,fruit,200034,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:18:00,dairy,200035,1.0,drinks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:19:00,drinks,200035,3.0,checkout,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:20:00,dairy,200036,1.0,checkout,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:22:00,fruit,200037,4.0,checkout,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:22:00,fruit,200038,4.0,dairy,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:26:00,dairy,200038,3.0,checkout,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:26:00,dairy,200039,1.0,checkout,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:26:00,dairy,200040,3.0,spices,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:29:00,spices,200040,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-02 07:26:00,drinks,200041,1.0,dairy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-09-02 07:27:00,dairy,200041,1.0,spices,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:28:00,spices,200041,2.0,drinks,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:30:00,drinks,200041,3.0,checkout,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:26:00,dairy,200042,4.0,spices,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:30:00,spices,200042,2.0,fruit,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-09-02 07:32:00,fruit,200042,1.0,dairy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:33:00,dairy,200042,11.0,checkout,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:26:00,fruit,200043,2.0,dairy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:28:00,dairy,200043,11.0,fruit,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:39:00,fruit,200043,2.0,dairy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:41:00,dairy,200043,2.0,checkout,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:26:00,fruit,200044,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:26:00,spices,200045,1.0,dairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:27:00,dairy,200045,3.0,fruit,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:30:00,fruit,200045,1.0,drinks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-09-02 07:31:00,drinks,200045,3.0,fruit,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-02 07:34:00,fruit,200045,2.0,dairy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:36:00,dairy,200045,19.0,checkout,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:26:00,fruit,200046,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:27:00,drinks,200047,1.0,fruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-02 07:28:00,fruit,200047,4.0,dairy,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:32:00,dairy,200047,4.0,checkout,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:27:00,drinks,200048,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:27:00,spices,200049,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-02 07:28:00,fruit,200050,1.0,drinks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-09-02 07:29:00,drinks,200050,2.0,spices,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:31:00,spices,200050,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-02 07:28:00,fruit,200051,3.0,dairy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:31:00,dairy,200051,2.0,checkout,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:29:00,drinks,200052,2.0,spices,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:31:00,spices,200052,2.0,fruit,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-09-02 07:33:00,fruit,200052,3.0,drinks,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-09-02 07:36:00,drinks,200052,1.0,fruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-02 07:37:00,fruit,200052,2.0,checkout,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:29:00,fruit,200053,3.0,checkout,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:30:00,spices,200054,1.0,dairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:31:00,dairy,200054,6.0,checkout,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:30:00,spices,200055,2.0,dairy,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:32:00,dairy,200055,3.0,checkout,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:30:00,fruit,200056,3.0,dairy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:33:00,dairy,200056,1.0,spices,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:34:00,spices,200056,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:35:00,drinks,200056,5.0,checkout,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:30:00,fruit,200057,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:30:00,drinks,200058,2.0,checkout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:30:00,dairy,200059,5.0,drinks,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:35:00,drinks,200059,3.0,fruit,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-02 07:38:00,fruit,200059,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:33:00,fruit,200060,2.0,drinks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-09-02 07:35:00,drinks,200060,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:33:00,spices,200061,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:34:00,drinks,200061,7.0,checkout,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:33:00,spices,200062,2.0,drinks,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:35:00,drinks,200062,3.0,checkout,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:39:00,spices,200063,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:40:00,drinks,200063,1.0,fruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-02 07:41:00,fruit,200063,2.0,dairy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:43:00,dairy,200063,1.0,fruit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:44:00,fruit,200063,2.0,drinks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-09-02 07:46:00,drinks,200063,2.0,checkout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:40:00,drinks,200064,2.0,fruit,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-02 07:42:00,fruit,200064,1.0,drinks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-09-02 07:43:00,drinks,200064,2.0,checkout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:40:00,drinks,200065,6.0,dairy,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-09-02 07:46:00,dairy,200065,1.0,checkout,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:40:00,spices,200066,3.0,drinks,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:43:00,drinks,200066,2.0,spices,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:45:00,spices,200066,2.0,checkout,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-02 07:42:00,dairy,200067,2.0,spices,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:44:00,spices,200067,2.0,drinks,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:46:00,drinks,200067,2.0,checkout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:42:00,spices,200068,3.0,drinks,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:45:00,drinks,200068,3.0,fruit,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-02 07:48:00,fruit,200068,2.0,spices,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-09-02 07:50:00,spices,200068,2.0,checkout,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-02 07:42:00,fruit,200069,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:42:00,spices,200070,2.0,drinks,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:44:00,drinks,200070,3.0,checkout,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:43:00,dairy,200071,1.0,fruit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:44:00,fruit,200071,7.0,checkout,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:43:00,spices,200072,2.0,drinks,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:45:00,drinks,200072,7.0,checkout,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:43:00,dairy,200073,1.0,checkout,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:43:00,spices,200074,2.0,fruit,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-09-02 07:45:00,fruit,200074,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:43:00,spices,200075,1.0,dairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:44:00,dairy,200075,1.0,drinks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:45:00,drinks,200075,2.0,spices,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:47:00,spices,200075,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:48:00,drinks,200075,2.0,checkout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:44:00,drinks,200076,5.0,dairy,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-09-02 07:49:00,dairy,200076,1.0,drinks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:50:00,drinks,200076,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:44:00,fruit,200077,8.0,checkout,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:44:00,spices,200078,1.0,dairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:45:00,dairy,200078,3.0,checkout,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:44:00,dairy,200079,9.0,drinks,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:53:00,drinks,200079,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:47:00,dairy,200080,1.0,drinks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:48:00,drinks,200080,5.0,spices,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:53:00,spices,200080,1.0,dairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:54:00,dairy,200080,5.0,fruit,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:59:00,fruit,200080,3.0,checkout,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:47:00,drinks,200081,1.0,fruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-09-02 07:48:00,fruit,200081,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-02 07:47:00,drinks,200082,5.0,checkout,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:47:00,fruit,200083,1.0,dairy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-02 07:48:00,dairy,200083,1.0,checkout,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:48:00,fruit,200084,2.0,drinks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-09-02 07:50:00,drinks,200084,4.0,spices,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:54:00,spices,200084,1.0,dairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:55:00,dairy,200084,6.0,drinks,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02 08:01:00,drinks,200084,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-02 07:48:00,drinks,200085,1.0,spices,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:49:00,spices,200085,1.0,checkout,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-02 07:49:00,spices,200086,1.0,drinks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-02 07:50:00,drinks,200086,1.0,spices,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-02 07:51:00,spices,200086,2.0,fruit,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-09-02 07:53:00,fruit,200086,2.0,dairy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
